Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
3195,261,5,175,9,5881,209,242,172,1698,2
2929,20,7,85,7,3810,215,225,147,6431,2
3001,58,15,268,69,4268,230,208,108,2003,2
3018,325,23,495,112,3338,156,207,188,1595,1
3024,340,6,297,48,4192,208,232,162,2413,2
3309,230,8,920,95,854,208,248,177,2595,2
2554,20,15,108,25,540,208,208,134,450,2
3042,346,19,450,66,3426,180,206,163,1902,1
3289,115,15,450,83,300,245,224,103,400,2
2700,61,11,390,73,2456,229,217,120,2336,2
3267,305,34,85,2,2993,110,200,220,2343,1
2669,51,21,170,37,2190,225,189,88,2432,6
2898,316,17,95,25,1771,174,224,189,2318,1
3051,155,4,534,31,4581,224,240,150,1337,2
3154,315,11,258,61,5179,192,231,180,443,2
2520,71,11,30,13,150,233,218,115,659,2
2708,335,25,180,95,1296,154,197,177,1922,6
2734,42,6,417,35,150,221,226,140,836,5
2226,2,40,60,29,510,136,136,114,598,3
3029,123,13,175,30,5120,241,230,116,3235,2
2059,34,30,127,109,150,200,160,78,170,3
3176,132,17,323,85,5201,245,228,105,1556,1
3169,288,9,60,8,618,194,240,186,2352,1
3080,179,11,283,43,2001,225,247,154,1698,2
3418,299,19,1087,291,4115,164,229,204,2571,2
2393,118,9,437,106,1034,236,232,127,1032,3
2589,346,11,30,5,2037,199,223,162,1498,3
2757,252,18,175,63,979,177,249,209,1888,5
3165,285,23,268,125,3085,152,233,218,2925,1
2913,346,21,361,100,2942,174,202,163,1748,2
2816,78,17,457,148,474,240,206,91,2268,5
3144,62,30,240,91,1500,229,165,48,2594,1
2270,60,19,201,90,1538,231,197,90,90,3
3027,258,7,382,55,2389,204,244,179,484,2
2559,83,12,484,56,1110,237,218,110,1466,2
3077,130,4,524,78,5476,226,237,146,3342,2
2949,133,11,384,33,4009,238,235,126,5857,2
2188,27,16,295,67,525,212,205,126,170,6
2738,6,9,108,-4,1140,210,223,151,2329,2
2629,126,15,277,60,1189,244,229,110,595,2
2578,45,4,216,-16,1324,221,230,145,1263,3
3275,127,18,190,38,2290,247,225,98,1874,1
3338,293,23,819,61,1022,149,228,216,934,1
3232,29,8,537,84,5748,217,222,140,2520,2
2185,207,2,42,10,277,218,241,160,467,3
3100,310,7,150,2,2110,200,235,175,2379,2
3217,268,20,335,86,1718,166,244,215,2208,1
2974,221,28,67,30,1405,174,252,201,1091,2
3039,77,20,134,26,4686,241,200,82,404,2
3119,315,8,42,0,1533,199,234,174,793,1
2682,339,9,391,69,1248,200,227,166,1348,2
2531,59,4,192,10,503,223,231,143,1100,1
2543,216,31,67,41,1710,173,251,196,391,3
3270,198,30,335,77,726,196,249,169,1012,1
2903,146,14,342,64,999,239,237,124,2458,2
3249,335,13,108,25,3368,189,221,171,4080,1
3288,189,12,268,48,3360,220,249,160,1320,2
2649,14,9,180,0,470,212,222,147,1338,2
3027,45,6,335,-9,3594,222,227,141,2738,2
3211,350,32,618,115,1167,145,168,150,1622,1
2553,124,7,0,0,268,232,235,136,1434,2
2889,14,20,212,28,2784,197,194,128,2125,2
2907,78,7,201,10,2223,229,228,132,2415,2
3113,305,12,242,40,4776,187,233,186,2996,1
2944,138,11,150,9,4417,237,236,128,4604,2
2814,104,27,108,9,2620,253,194,50,1065,2
3042,30,8,162,9,1681,218,223,141,1103,1
3300,268,8,918,165,830,200,243,182,2613,2
2873,56,10,481,41,570,227,218,124,1304,2
2937,36,10,150,-7,789,219,218,133,1477,1
2961,108,5,162,21,2040,229,234,138,566,1
3073,119,15,182,39,3786,244,226,107,2791,2
3812,356,15,997,366,4843,195,212,154,2932,7
2992,13,15,883,194,2896,204,208,138,738,2
2988,99,13,601,23,4479,241,221,108,3077,2
2958,107,9,42,5,755,236,229,124,2442,2
2937,334,8,470,-88,514,202,229,167,1020,1
3023,143,5,350,2,1418,227,239,145,1370,2
2940,52,6,309,-4,1521,223,227,140,228,2
2713,216,35,150,75,1771,162,247,198,1170,2
3075,51,6,391,44,1470,223,227,139,2873,1
2585,18,9,360,37,577,213,221,144,2881,2
2646,11,5,0,0,2131,215,230,152,2437,6
3039,70,13,42,13,2047,234,214,109,3529,1
3231,39,22,582,193,3670,215,187,98,1896,1
3058,95,13,108,12,3238,240,220,108,698,2
2751,103,26,60,17,2268,252,198,57,335,2
3263,180,10,437,33,4429,224,246,155,977,2
3231,301,27,466,137,408,134,216,217,1008,1
3074,329,6,120,21,4992,207,233,165,912,1
2604,226,13,430,86,2249,201,252,186,362,3
3081,310,7,631,47,981,200,235,175,1050,2
3163,63,7,0,0,4213,226,226,134,3260,1
3116,53,10,190,11,5269,226,219,127,916,2
3289,350,7,42,3,2066,208,228,159,2315,1
2597,79,11,342,69,660,234,220,117,1443,6
3175,33,14,201,37,1200,216,209,125,4922,1
2910,80,4,0,0,1237,225,232,142,1445,2
3332,307,17,792,133,860,170,227,197,932,1
2949,118,10,0,0,3997,238,231,122,1090,1
3009,217,14,108,25,2910,204,253,182,430,2
2961,2,19,618,58,3116,191,201,145,1510,2
3271,144,17,607,114,1041,242,234,115,1266,2
3302,27,13,450,73,1316,214,212,131,1836,1
2916,36,6,190,-2,4187,220,226,143,5047,2
2114,326,5,30,0,1167,206,234,166,1291,4
3145,36,13,108,13,474,219,211,125,5397,1
3002,17,17,120,16,2126,204,203,132,4054,1
3012,20,6,42,2,2918,216,227,148,1493,2
2719,55,17,295,-2,805,228,203,102,268,2
2593,11,4,201,-1,1034,216,232,153,1867,2
2896,147,28,134,56,5922,244,223,88,4365,2
2933,74,21,566,162,700,240,196,78,1448,2
2473,47,9,42,3,1008,223,220,131,883,6
2873,18,5,90,6,3553,216,229,150,3425,2
2719,309,23,42,17,1256,151,218,205,1390,1
3196,179,15,272,105,3664,225,248,151,531,2
3321,93,16,306,0,1065,243,215,97,3479,2
2897,281,15,258,20,2906,178,240,201,2160,1
3102,72,6,212,39,1868,227,228,136,2069,2
3351,197,21,618,204,1294,209,252,169,4227,2
2752,59,8,201,30,2652,227,223,130,2192,2
3278,186,18,95,10,3470,219,250,157,553,1
3151,346,8,300,-34,1376,205,228,161,930,2
3304,100,10,67,-17,4491,237,227,120,3978,7
2942,287,16,488,22,5367,175,237,202,2058,2
2952,29,17,319,36,4740,212,201,120,3946,1
2721,84,28,150,67,162,246,181,46,1888,5
2760,17,7,90,-16,330,214,225,147,981,2
2704,324,13,210,65,1206,187,226,179,2045,2
3042,5,15,277,14,2376,200,210,146,2974,2
3184,49,9,85,12,2620,224,221,131,2821,7
2894,349,17,30,10,577,186,209,159,1772,2
2901,136,13,42,1,3300,240,235,122,1789,2
3172,68,7,30,-2,2427,227,226,133,1415,1
3034,270,13,570,43,5911,186,244,197,4890,1
3022,87,9,30,0,2147,233,226,125,1689,2
3140,304,13,272,33,5474,185,233,188,631,1
3093,185,13,420,-15,6501,222,249,157,2934,2
3260,133,21,534,182,459,248,225,96,3037,1
2962,63,18,216,59,4502,233,202,94,4805,1
2956,94,7,67,2,2185,231,230,132,875,1
3274,89,14,120,9,3611,240,217,104,3570,7
3309,243,7,67,-1,1248,207,246,176,1583,7
2867,296,29,60,40,5365,128,217,223,4779,1
2359,267,20,362,25,180,164,243,216,738,3
2742,51,6,454,53,2244,223,227,139,5876,2
3029,90,5,162,2,3558,227,232,139,85,1
3192,94,12,30,-5,2692,239,221,110,2772,1
2101,250,27,150,68,362,151,247,226,457,3
2908,64,18,331,103,360,233,200,92,1390,2
3139,322,20,384,71,324,166,217,188,1570,1
3240,340,8,760,49,1979,204,229,164,540,1
2343,43,12,0,0,930,222,213,123,1458,4
3117,21,6,124,4,1832,216,227,148,2947,1
2327,318,17,297,33,1209,173,222,188,872,3
3253,121,18,376,72,1742,247,223,98,1315,1
2818,27,5,127,4,2442,218,228,147,2468,2
2360,265,19,153,54,1236,170,245,213,1443,6
2402,83,8,256,28,480,231,227,128,782,3
3083,133,8,30,-1,911,233,236,135,1747,1
3116,49,24,67,18,3851,222,181,81,1020,1
2763,112,8,0,0,3845,234,232,130,1222,2
2799,33,14,616,-5,3300,216,209,125,2682,1
2890,67,6,335,-45,5344,227,228,135,3962,2
2773,359,14,108,14,721,198,213,152,2382,2
3192,259,14,420,82,1301,185,247,200,2589,1
2261,17,24,60,25,1395,192,181,117,845,3
3037,68,9,234,16,1158,229,223,126,2630,2
3330,348,14,90,21,4066,193,216,161,1440,1
2821,74,6,150,23,3345,228,228,135,6302,2
2785,8,7,127,3,2402,212,226,152,3751,2
2154,47,33,212,103,277,211,151,51,391,6
3157,10,11,484,41,1898,209,219,147,2640,1
3168,57,24,277,81,5219,228,181,72,1318,1
3044,232,9,201,33,1065,206,248,179,1837,1
2943,319,17,212,28,3182,173,221,188,2164,1
2262,265,16,319,86,684,177,245,206,607,3
3001,239,4,649,92,5613,212,243,169,2888,2
2905,146,3,283,61,3923,224,239,150,3454,2
2852,18,5,0,0,1511,216,229,150,2405,1
2747,352,7,95,24,2389,208,229,158,6406,2
2593,168,34,134,-3,1477,225,230,108,361,3
3018,335,15,42,10,6234,185,218,172,3284,2
2873,310,23,376,46,1950,152,218,203,1454,2
2841,69,12,170,11,1920,233,215,113,2624,2
2408,333,26,201,99,768,151,197,180,1195,6
3006,291,3,30,1,5520,210,239,167,2156,1
2961,135,7,67,-1,2255,231,237,139,1742,2
2836,60,17,127,38,134,231,203,100,696,1
2727,142,22,324,93,2557,246,228,99,2186,3
2971,68,13,201,14,600,233,214,111,2602,2
3330,144,20,930,214,2641,244,232,107,2318,1
3313,292,5,430,90,4455,205,239,172,2132,1
3003,163,26,301,82,1332,233,236,116,890,2
2779,359,20,150,31,938,187,200,147,1968,1
3118,109,22,67,19,1261,251,209,75,2233,1
2533,69,13,228,7,564,233,214,110,3421,2
3041,317,9,342,42,2818,197,233,175,1832,2
2607,317,12,0,0,1358,189,230,181,878,1
2960,49,9,300,28,2083,224,221,131,618,1
3258,328,12,150,32,5648,190,226,175,711,1
3118,104,13,277,66,454,241,223,110,631,2
3283,136,16,497,60,2955,243,232,112,3325,2
2890,83,9,90,7,5437,233,224,122,4134,2
3114,322,13,283,42,212,187,227,179,1468,1
3008,180,18,201,43,4015,224,248,150,2248,2
2669,320,24,306,92,907,152,210,194,1804,2
2647,349,22,42,16,2006,173,197,158,4587,2
3195,274,13,417,49,5961,184,243,198,2534,2
2956,66,9,85,16,1577,229,223,127,514,1
2816,315,12,240,128,1290,187,230,183,1325,2
3113,93,25,108,34,1325,249,192,56,1736,1
2595,96,6,524,18,638,231,231,133,703,5
3243,248,11,430,-31,2778,196,248,190,335,1
2787,312,28,295,139,1170,132,206,208,1406,2
2607,212,17,268,76,850,203,254,182,1383,3
3207,130,15,306,46,1050,243,231,113,2008,1
3340,47,9,417,116,3060,223,220,131,3304,7
3293,257,20,153,69,1410,169,247,214,2549,1
3121,356,16,150,13,1405,192,209,153,382,1
3179,2,7,0,0,1758,210,226,154,466,1
2830,57,8,201,32,1952,226,223,132,1832,2
2783,24,6,0,0,3528,217,227,147,3019,1
2698,24,8,30,0,1519,216,224,144,912,2
2965,90,3,0,0,4944,224,234,146,5727,1
2812,352,7,42,6,2848,208,228,158,4425,2
3013,134,17,330,66,2496,245,230,108,2765,2
2914,51,12,242,-13,792,226,213,119,2300,2
3247,38,8,404,26,3778,220,222,136,3165,1
2979,79,26,458,152,1248,243,185,56,532,1
2972,238,15,285,46,5455,192,252,195,3129,1
2868,293,12,859,188,2250,185,237,192,1667,5
3020,78,6,537,88,2911,227,230,137,1320,2
2682,191,8,90,12,1614,220,246,161,5552,2
3154,197,14,446,74,218,215,251,167,1900,2
2979,322,29,497,253,2856,135,197,195,402,1
2715,5,17,417,73,443,195,204,143,633,2
3069,58,21,240,11,1074,230,190,83,1747,1
3023,111,9,300,24,5139,236,230,125,3104,2
2991,174,7,470,75,5586,225,244,153,3477,2
2766,18,23,218,74,2650,195,185,119,2080,2
2904,327,19,283,-71,1138,171,216,182,600,2
3174,16,7,361,-44,2455,214,226,148,2320,1
3040,272,9,228,44,2613,197,243,185,874,1
3080,11,10,60,3,3748,209,220,147,402,1
2896,240,25,201,76,2270,164,251,217,1920,2
2739,3,16,85,10,837,197,208,146,2014,1
2824,343,11,258,26,1822,197,223,164,1470,2
2868,114,34,42,24,940,254,185,29,1622,2
2858,348,20,124,51,1524,178,203,160,2496,2
2877,324,11,127,19,2737,193,229,175,2313,1
3351,288,14,272,59,2890,180,238,198,1100,1
3350,47,23,630,135,2271,220,182,85,2032,1
3299,20,12,256,31,3681,212,215,139,2100,1
2938,304,20,95,12,1784,160,225,204,1590,2
2799,23,12,330,44,1761,213,215,137,1191,2
2928,78,16,120,42,3282,239,209,95,2543,2
3324,267,16,990,214,1290,178,245,205,2934,1
3233,220,11,124,5,3566,208,250,178,1563,2
2273,349,30,120,46,1203,150,174,152,690,3
3206,59,18,433,46,5362,231,201,97,2638,2
3045,330,21,516,80,3411,164,209,181,1837,2
3430,326,15,558,87,1774,182,222,179,551,7
3049,294,9,661,32,1358,196,238,182,807,2
3180,99,16,242,34,4920,245,216,95,1443,1
3027,333,13,180,37,256,190,223,172,361,1
3384,128,17,534,102,2322,245,228,106,2279,1
2270,59,17,85,3,153,231,202,98,953,6
3187,118,11,0,0,2270,240,230,118,4082,1
2865,314,22,390,114,666,157,217,198,2230,2
2616,116,21,120,36,1655,251,215,82,1116,3
2634,177,5,376,208,2040,222,242,155,457,3
3144,254,9,607,59,175,200,246,185,2563,2
2554,326,13,108,19,696,189,226,177,1332,2
2625,107,15,283,70,1024,245,220,100,3554,2
2814,343,22,324,121,1006,170,200,165,2374,2
3191,148,10,503,19,4447,234,239,136,1786,1
3002,149,38,366,180,2227,238,207,62,1777,2
3124,308,5,60,8,2081,205,237,171,990,1
3049,78,13,150,7,713,236,216,109,1947,1
3038,231,13,495,69,5504,199,252,188,997,2
2662,79,23,60,29,1142,243,192,68,1114,2
3291,223,11,127,6,1931,206,251,180,3871,1
3290,17,10,362,67,4531,212,219,144,2081,1
3247,15,13,1053,39,3966,208,213,141,2496,1
3094,58,14,60,10,5327,230,209,109,2984,1
2860,167,13,216,98,3896,230,244,144,5490,2
3098,193,16,309,39,1732,216,251,164,816,1
2654,146,3,424,106,616,224,239,150,1321,3
3000,242,10,90,16,2896,200,249,186,458,2
3037,49,14,255,33,4080,225,208,114,4133,1
3239,112,3,350,72,2971,224,236,148,942,2
2871,60,19,618,197,641,231,197,91,2443,2
2188,90,23,218,93,525,248,196,64,780,3
3173,225,0,90,0,5093,218,238,157,2639,1
2572,218,21,170,45,942,193,254,191,1476,3
2726,83,8,134,-27,1699,231,227,128,1595,2
2762,54,21,283,68,1208,227,191,88,1103,2
2944,48,13,424,17,2514,224,212,120,2430,2
2805,109,10,60,3,938,238,229,121,2037,1
3086,100,20,361,98,4218,248,209,80,2539,2
3016,33,16,805,121,1332,215,205,121,1954,1
2413,40,16,0,0,797,220,202,112,1434,6
3044,100,20,95,12,2823,249,208,78,2882,1
3170,67,6,0,0,722,227,228,135,1426,1
2599,21,11,124,8,1854,212,216,139,2037,6
3226,247,53,162,75,2980,60,207,243,1142,2
2887,331,16,170,35,2869,181,219,176,2661,2
3315,117,17,558,92,3072,246,222,99,2760,1
2789,64,13,573,5,1651,232,212,110,1022,2
3132,177,16,42,1,2635,226,247,149,1252,1
2814,329,23,190,70,3736,159,205,183,1104,2
3239,61,5,384,41,1075,224,229,141,1477,1
3070,110,19,95,26,3365,249,216,88,2892,1
2911,41,10,60,2,4344,222,217,130,4383,2
2973,69,8,153,42,451,229,224,0,1410,1
2960,310,7,485,40,5236,201,235,174,1897,2
2782,106,13,60,4,883,242,224,109,2208,2
2870,45,3,323,118,3878,220,232,148,5479,2
3218,267,20,376,87,1800,164,243,216,2148,1
2251,20,13,0,0,450,210,211,136,1677,3
3018,100,20,201,-26,560,248,209,80,1681,1
3251,12,10,450,87,1794,210,219,146,2483,1
3133,205,13,638,56,362,212,252,172,1776,2
2886,195,24,85,24,540,207,251,166,1556,2
2909,21,11,162,14,693,213,217,140,1573,2
3013,6,6,277,35,4156,212,227,153,932,2
2963,303,16,134,43,2160,175,231,195,2279,2
2730,63,6,175,9,2322,226,227,135,6992,1
3394,351,11,499,55,1471,199,221,159,1302,7
3085,194,14,335,-61,1921,217,251,164,3784,1
3136,167,4,124,27,2975,223,241,153,3282,1
2966,176,21,339,35,4682,226,246,143,495,2
3075,60,11,134,0,1714,229,216,119,900,1
3214,211,12,67,16,878,210,251,176,1981,1
3189,61,8,95,-7,4348,227,223,129,1803,1
3158,14,15,85,22,2554,205,209,138,1421,1
2566,351,15,60,15,962,192,213,158,503,2
3587,104,30,940,302,2424,254,188,40,1308,1
2996,357,12,60,1,190,200,217,154,811,1
2992,5,8,124,16,3755,210,225,152,899,1
3139,116,13,170,29,1380,242,227,111,1812,1
3037,17,12,633,24,3813,210,214,140,4645,1
2100,45,1,30,-8,1040,219,236,154,655,6
2001,271,15,309,81,510,179,244,204,816,6
3174,320,11,446,98,3129,192,230,177,1170,1
3119,127,5,192,1,2389,228,237,143,2268,2
2906,324,30,247,72,2620,132,193,193,592,2
2989,14,12,510,106,2476,208,214,141,1604,1
3178,61,5,365,36,3004,224,229,141,4628,1
2955,87,14,240,58,3931,240,216,104,5248,2
3080,30,8,335,13,5117,218,223,141,2676,1
3248,110,7,495,-25,765,233,232,132,3212,2
3706,283,3,1024,260,5444,211,239,167,3634,7
2696,111,7,212,-6,1931,232,233,134,2613,6
3241,6,6,85,10,594,212,227,153,1170,1
3046,359,22,150,20,866,183,195,145,1248,1
2868,47,10,67,13,3284,224,219,129,2438,1
3098,22,7,228,10,5292,216,225,146,1211,1
2073,49,21,466,65,540,223,190,92,362,3
2886,78,31,180,112,4202,242,168,33,700,2
2685,133,8,30,-2,2362,234,236,134,2107,2
3092,178,13,170,-19,792,225,247,152,1604,1
3232,189,12,591,116,2823,220,249,160,2918,2
3082,37,16,120,3,900,218,204,118,1812,1
2998,139,10,30,-2,2842,235,237,132,1560,1
2806,65,8,240,22,2382,228,224,130,1360,2
2408,250,18,67,21,390,178,250,207,858,3
2766,41,9,67,11,1124,221,220,133,899,2
2814,146,24,85,16,4624,245,228,97,4843,2
3131,333,20,210,27,1207,171,210,177,2806,1
3136,171,19,987,88,3076,229,245,140,2576,2
3063,36,4,162,5,5076,220,230,147,2623,1
2976,37,14,95,9,240,219,207,121,481,2
2332,331,12,127,52,1158,192,225,172,450,6
3210,45,1,365,29,5799,219,235,153,2305,2
3031,98,19,510,13,6590,247,209,82,2762,2
2456,277,14,319,134,361,182,242,200,459,3
3060,55,13,162,-6,4214,228,211,113,2605,2
3252,84,16,417,85,700,241,212,97,960,7
2440,202,5,0,0,819,218,244,163,1015,6
3059,111,4,509,-10,1476,227,235,143,1296,2
3163,127,21,339,118,3119,249,221,90,2826,1
2674,95,15,216,59,2359,242,217,100,2371,2
2897,302,30,175,84,964,125,211,219,1318,1
3110,138,16,255,95,552,243,233,113,1087,2
3244,211,3,644,107,2003,217,242,161,2105,1
2812,45,11,323,-10,1087,223,216,126,2513,2
2489,54,14,30,4,949,228,209,111,1296,2
3190,6,9,67,5,5383,210,223,151,994,1
2848,0,6,339,61,2270,211,228,155,2343,2
2858,193,19,270,26,1106,214,252,164,1806,2
3140,288,10,234,22,1124,193,239,186,1543,2
2964,156,13,216,50,1615,235,241,134,2719,2
2397,58,12,0,0,335,228,214,117,514,6
3011,236,7,774,39,5722,208,246,176,6306,2
2972,234,7,446,53,5464,209,246,175,3918,2
2385,339,12,170,53,1524,194,222,167,421,6
2538,65,12,510,12,830,231,216,116,3743,2
2769,64,7,283,-3,1862,227,226,133,2324,2
3189,129,22,150,0,4224,250,221,87,2151,1
3256,216,6,283,36,3267,214,246,168,1677,1
2973,86,13,124,14,849,238,218,108,182,2
3001,9,18,511,80,1489,196,200,137,390,2
2635,333,14,67,16,2076,186,221,174,2329,6
2991,70,8,256,18,2799,229,225,129,95,1
2724,131,13,0,0,2395,241,232,118,6534,2
3268,168,40,120,39,3952,217,220,96,3220,7
3128,260,16,395,20,2249,178,247,206,2580,2
3197,106,6,0,0,2405,231,232,135,1504,1
2928,142,14,60,6,4410,240,236,121,4538,1
2615,140,18,255,51,1130,244,232,110,552,2
2979,284,4,323,9,3693,209,240,169,918,2
3023,348,46,228,25,2746,95,121,135,2431,1
3181,213,13,234,2,2896,208,252,177,900,2
2967,187,11,212,65,1590,221,248,159,2714,2
2916,308,16,366,118,1783,176,229,193,1072,2
3280,60,16,270,65,1926,231,204,101,2240,1
3061,84,2,134,3,2955,222,235,149,957,2
3033,86,11,362,45,1188,236,221,115,1899,1
3044,109,10,618,23,3900,238,229,121,4509,2
2951,214,10,875,156,2678,211,250,174,1300,2
2815,135,8,0,0,4080,233,237,136,1248,2
2935,330,13,242,33,3070,188,224,175,1579,1
2926,45,11,95,10,3892,223,216,126,6177,1
3373,81,9,335,41,2563,232,225,125,1563,7
2741,325,15,420,136,1068,180,222,181,1150,2
2896,328,8,85,-1,3260,202,231,169,1997,2
2965,90,4,240,46,4072,226,233,141,5189,2
3336,101,16,134,-19,4231,245,216,95,3738,1
3222,133,11,644,106,2826,238,235,125,3209,2
2826,174,2,150,17,2347,220,240,156,2405,2
3295,68,17,108,19,1634,235,205,96,2982,1
3146,13,12,488,4,3205,208,216,143,4687,1
2674,22,7,309,61,1329,216,225,146,1332,2
2874,120,21,162,73,175,250,217,84,1060,2
3291,268,14,810,181,1213,184,245,199,2850,1
3202,9,14,85,15,1831,204,212,144,1637,1
3117,18,10,95,3,5130,212,219,143,2295,2
3036,122,15,60,0,765,244,227,108,1466,2
2910,22,17,228,93,895,207,201,126,2006,2
2853,354,7,552,21,630,209,228,157,1299,2
3034,225,5,95,-5,3204,213,245,169,1142,2
3020,352,3,577,122,2624,214,233,158,1703,2
3293,343,9,85,20,6158,202,226,163,285,1
2913,207,30,175,78,828,185,251,183,430,2
3260,354,9,499,39,3691,205,224,157,3137,1
3208,26,11,60,-11,2831,215,215,136,2148,1
2827,86,18,134,22,153,243,206,85,85,1
3331,96,18,218,9,1994,246,212,89,3302,7
2942,100,19,182,44,2287,248,211,84,1954,2
2611,40,29,242,145,819,209,165,74,1448,2
2936,96,12,212,69,3595,239,222,111,5180,2
3030,60,14,124,19,1812,230,211,110,1804,1
2288,61,27,42,18,607,230,174,60,760,6
1993,15,42,85,72,108,148,120,78,366,3
3074,66,11,60,26,3081,231,217,117,5407,1
2512,23,16,175,27,1410,208,203,128,960,6
3050,285,13,716,46,5887,184,240,195,4163,2
2589,358,21,175,38,1606,183,197,148,1471,2
2296,29,29,258,152,1041,197,164,88,1476,3
2487,282,12,108,18,153,188,241,193,379,2
3166,9,14,90,18,960,203,211,144,2077,2
3031,28,8,430,27,5492,217,223,141,4085,1
2486,2,26,319,119,752,175,181,135,1266,3
2296,316,18,0,0,1150,169,222,192,270,4
3214,47,22,488,130,4889,221,187,90,3396,1
3040,206,9,579,140,5505,215,249,169,1182,2
3143,289,27,162,20,3279,136,225,224,2190,1
3097,43,8,120,12,4881,222,222,135,1388,1
2945,25,10,384,49,4489,215,219,140,6349,2
3256,337,19,371,105,2789,174,210,173,470,1
3037,67,9,953,218,1090,229,222,125,2371,2
3205,170,11,0,0,4179,228,245,148,3256,7
2554,236,30,400,-45,730,155,249,219,1233,3
3388,279,6,319,120,5208,204,241,176,726,1
3040,297,2,272,0,3277,213,238,163,997,2
3153,64,9,242,91,4110,229,221,125,691,2
3227,357,25,95,42,4232,173,186,144,3602,1
2533,132,14,234,45,976,242,232,117,1142,3
2682,62,11,330,19,1638,230,217,119,6105,2
2200,29,34,95,57,1182,187,147,75,1481,3
2515,349,18,216,84,1130,184,207,160,430,6
3378,124,11,108,-4,2227,239,232,123,3429,7
3242,284,9,270,99,4749,196,240,184,825,1
3094,202,16,342,35,437,211,252,172,1383,2
3333,60,11,60,9,1237,229,216,119,1385,7
2886,330,10,150,32,2873,196,228,171,1956,1
3087,54,8,666,88,2669,225,223,131,2024,1
2729,9,9,85,0,1248,210,222,149,1842,1
3249,11,5,150,13,5788,215,230,152,870,1
2406,0,7,319,165,382,210,228,155,1892,3
3402,235,28,342,147,3348,160,251,217,589,1
2578,184,31,108,54,2402,210,242,142,924,3
3054,345,13,509,79,5550,193,218,164,3790,1
3402,219,13,685,18,1421,205,252,182,4025,1
3225,31,11,510,149,900,217,215,132,1110,1
2913,269,9,330,87,1080,196,244,187,1749,2
3069,315,8,424,26,511,200,234,174,607,2
3261,140,11,30,-1,1809,236,237,130,2856,1
3274,124,3,150,7,5057,225,237,146,495,2
3150,338,26,743,5,1182,155,194,172,1681,1
2273,332,25,212,-18,1172,153,199,181,1075,3
3005,97,13,134,25,2486,241,221,108,607,1
2672,38,11,424,80,638,220,216,129,361,2
3096,229,15,618,108,5958,196,253,191,1722,2
3142,302,16,95,17,120,174,231,197,3007,2
3118,256,12,175,21,5599,191,248,195,2920,2
3197,41,13,470,60,2218,221,210,122,618,1
2905,7,12,85,11,4230,205,216,148,2646,2
2895,64,15,0,0,474,233,207,103,1782,2
2940,68,12,67,7,2912,232,216,114,1355,1
2759,30,14,509,70,323,215,209,128,1015,2
3037,356,10,150,28,4660,204,223,156,607,1
3271,85,17,300,84,874,242,209,91,1001,7
3240,143,21,234,74,767,245,230,102,2039,1
3195,278,34,450,78,1557,110,223,241,3079,1
3297,311,5,516,51,787,205,236,170,1355,1
3276,3,10,458,76,3745,206,220,152,3924,1
2834,267,20,426,139,953,165,244,216,1848,5
2714,138,7,324,108,2563,231,238,140,1106,3
2922,69,15,618,40,1899,235,209,101,2780,2
3153,0,9,30,5,1414,207,223,154,696,1
3148,143,17,150,-7,4727,242,234,115,1261,1
2843,130,4,30,-2,2100,226,237,146,2527,2
2747,153,11,212,8,1273,233,241,137,2228,2
